guenter-20171006-rec_de5-023;guenter-20171006-rec;de5-023;nspc;nspc;2
guenter-20171006-rec_de5-024;guenter-20171006-rec;de5-024;computer bye;computer bye;2
guenter-20171006-rec_de5-025;guenter-20171006-rec;de5-025;ok computer;ok computer;2
guenter-20171006-rec_de5-026;guenter-20171006-rec;de5-026;hal how do you do today;hal how do you do today;2
guenter-20171006-rec_de5-027;guenter-20171006-rec;de5-027;i am single again;i am single again;2
guenter-20171006-rec_de5-028;guenter-20171006-rec;de5-028;computer only behind your back;computer only behind your back;2
guenter-20171006-rec_de5-029;guenter-20171006-rec;de5-029;computer you make me sick;computer you make me sick;2
guenter-20171006-rec_de5-030;guenter-20171006-rec;de5-030;ok computer;ok computer;2
guenter-20171006-rec_de5-031;guenter-20171006-rec;de5-031;lights on;lights on;2
guenter-20171006-rec_de5-032;guenter-20171006-rec;de5-032;computer very wonderful;computer very wonderful;2
guenter-20171006-rec_de5-033;guenter-20171006-rec;de5-033;lights off please;lights off please;2
guenter-20171006-rec_de5-034;guenter-20171006-rec;de5-034;computer why is that so;computer why is that so;2
guenter-20171006-rec_de5-035;guenter-20171006-rec;de5-035;hal good evening;hal good evening;2
guenter-20171006-rec_de5-036;guenter-20171006-rec;de5-036;do you think he is looking great;do you think he is looking great;2
guenter-20171006-rec_de5-037;guenter-20171006-rec;de5-037;ok hal;ok hal;2
guenter-20171006-rec_de5-038;guenter-20171006-rec;de5-038;are we friends;are we friends;2
guenter-20171006-rec_de5-039;guenter-20171006-rec;de5-039;good day;good day;2
guenter-20171006-rec_de5-040;guenter-20171006-rec;de5-040;he stated that i am too often depressed;he stated that i am too often depressed;2
guenter-20171006-rec_de5-041;guenter-20171006-rec;de5-041;ok computer;ok computer;2
guenter-20171006-rec_de5-042;guenter-20171006-rec;de5-042;computer that seems similar;computer that seems similar;2
guenter-20171006-rec_de5-043;guenter-20171006-rec;de5-043;is that really;is that really;2
guenter-20171006-rec_de5-044;guenter-20171006-rec;de5-044;computer please lights on in the basement;computer please lights on in the basement;2
guenter-20171006-rec_de5-045;guenter-20171006-rec;de5-045;i feel pleased;i feel pleased;2
guenter-20171006-rec_de5-046;guenter-20171006-rec;de5-046;just why is that so;just why is that so;2
guenter-20171006-rec_de5-047;guenter-20171006-rec;de5-047;see the idea for this came from a friend;see the idea for this came from a friend;2
guenter-20171006-rec_de5-048;guenter-20171006-rec;de5-048;hal i am sorry;hal i am sorry;2
guenter-20171006-rec_de5-049;guenter-20171006-rec;de5-049;poser;poser;2
guenter-20171006-rec_de5-050;guenter-20171006-rec;de5-050;ok hal;ok hal;2
guenter-20171006-rec_de5-051;guenter-20171006-rec;de5-051;absolutely sure;absolutely sure;2
guenter-20171006-rec_de5-052;guenter-20171006-rec;de5-052;i am in love again;i am in love again;2
guenter-20171006-rec_de5-053;guenter-20171006-rec;de5-053;thanks great;thanks great;2
guenter-20171006-rec_de5-054;guenter-20171006-rec;de5-054;lights on;lights on;2
guenter-20171006-rec_de5-055;guenter-20171006-rec;de5-055;lights off please;lights off please;2
guenter-20171006-rec_de5-056;guenter-20171006-rec;de5-056;turn on the lights in the bedroom;turn on the lights in the bedroom;2
guenter-20171006-rec_de5-057;guenter-20171006-rec;de5-057;computer why not;computer why not;2
guenter-20171006-rec_de5-058;guenter-20171006-rec;de5-058;hal goodbye;hal goodbye;2
guenter-20171006-rec_de5-059;guenter-20171006-rec;de5-059;hello computer;hello computer;2
guenter-20171006-rec_de5-060;guenter-20171006-rec;de5-060;i am getting somewhat tired unfortunately;i am getting somewhat tired unfortunately;2
guenter-20171006-rec_de5-061;guenter-20171006-rec;de5-061;hal cause i don't want to attack you;hal cause i don't want to attack you;2
guenter-20171006-rec_de5-062;guenter-20171006-rec;de5-062;good evening;good evening;2
guenter-20171006-rec_de5-063;guenter-20171006-rec;de5-063;she told me about you;she told me about you;2
guenter-20171006-rec_de5-064;guenter-20171006-rec;de5-064;hal man i am so happy;hal man i am so happy;2
guenter-20171006-rec_de5-065;guenter-20171006-rec;de5-065;hal turn off the lights in the kitchen;hal turn off the lights in the kitchen;2
guenter-20171006-rec_de5-066;guenter-20171006-rec;de5-066;computer lights on in the living room;computer lights on in the living room;2
guenter-20171006-rec_de5-067;guenter-20171006-rec;de5-067;hal dim off the lights in the attic;hal dim off the lights in the attic;2
guenter-20171006-rec_de5-068;guenter-20171006-rec;de5-068;computer tune to pop;computer tune to pop;2
guenter-20171006-rec_de5-069;guenter-20171006-rec;de5-069;hal turn off the radio;hal turn off the radio;2
guenter-20171006-rec_de5-070;guenter-20171006-rec;de5-070;computer please tune into deutschlandfunk;computer please tune into deutschlandfunk;2
guenter-20171006-rec_de5-071;guenter-20171006-rec;de5-071;please tune to dance;please tune to dance;2
guenter-20171006-rec_de5-072;guenter-20171006-rec;de5-072;computer tune into rock;computer tune into rock;2
guenter-20171006-rec_de5-073;guenter-20171006-rec;de5-073;switch on workout;switch on workout;2
guenter-20171006-rec_de5-074;guenter-20171006-rec;de5-074;computer tune on power hit radio;computer tune on power hit radio;2
guenter-20171006-rec_de5-075;guenter-20171006-rec;de5-075;turn to tech news;turn to tech news;2
guenter-20171006-rec_de5-076;guenter-20171006-rec;de5-076;turn off the radio please;turn off the radio please;2
guenter-20171006-rec_de5-077;guenter-20171006-rec;de5-077;nspc;nspc;2
guenter-20171006-rec_de5-078;guenter-20171006-rec;de5-078;nspc;nspc;2
guenter-20171006-rec_de5-079;guenter-20171006-rec;de5-079;;;1
guenter-20171006-rec_de5-080;guenter-20171006-rec;de5-080;nspc;nspc;2
guenter-20171006-rec_de5-081;guenter-20171006-rec;de5-081;nspc;nspc;2
guenter-20171006-rec_de5-082;guenter-20171006-rec;de5-082;nspc;nspc;2
guenter-20171006-rec_de5-083;guenter-20171006-rec;de5-083;nspc;nspc;2
guenter-20171006-rec_de5-084;guenter-20171006-rec;de5-084;nspc;nspc;2
guenter-20171006-rec_de5-085;guenter-20171006-rec;de5-085;had to think of a friend;had to think of a friend;2
guenter-20171006-rec_de5-086;guenter-20171006-rec;de5-086;ciao;ciao;2
guenter-20171006-rec_de5-087;guenter-20171006-rec;de5-087;computer good day;computer good day;2
guenter-20171006-rec_de5-088;guenter-20171006-rec;de5-088;well the idea to talk to you originated from a friend;well the idea to talk to you originated from a friend;2
guenter-20171006-rec_de5-089;guenter-20171006-rec;de5-089;;;1
guenter-20171006-rec_de5-090;guenter-20171006-rec;de5-090;computer ich am worried about my truck;computer ich am worried about my truck;2
guenter-20171006-rec_de5-091;guenter-20171006-rec;de5-091;hal i have been dreaming of you;hal i have been dreaming of you;2
guenter-20171006-rec_de5-092;guenter-20171006-rec;de5-092;i could envision;i could envision;2
guenter-20171006-rec_de5-093;guenter-20171006-rec;de5-093;computer he stated that i am too often down;computer he stated that i am too often down;2
guenter-20171006-rec_de5-094;guenter-20171006-rec;de5-094;ok hal;ok hal;2
guenter-20171006-rec_de5-095;guenter-20171006-rec;de5-095;hal he said that i am sometimes depressed;hal he said that i am sometimes depressed;2
guenter-20171006-rec_de5-096;guenter-20171006-rec;de5-096;computer bye;computer bye;2
guenter-20171006-rec_de5-097;guenter-20171006-rec;de5-097;ok computer;ok computer;2
guenter-20171006-rec_de5-098;guenter-20171006-rec;de5-098;hal how do you do today;hal how do you do today;2
guenter-20171006-rec_de5-099;guenter-20171006-rec;de5-099;i am single again;i am single again;2
guenter-20171006-rec_de5-100;guenter-20171006-rec;de5-100;computer only behind your back;computer only behind your back;2
guenter-20171006-rec_de5-101;guenter-20171006-rec;de5-101;computer you make me sick;computer you make me sick;2
guenter-20171006-rec_de5-102;guenter-20171006-rec;de5-102;ok computer;ok computer;2
guenter-20171006-rec_de5-103;guenter-20171006-rec;de5-103;lights on;lights on;2
guenter-20171006-rec_de5-104;guenter-20171006-rec;de5-104;computer very wonderful;computer very wonderful;2
guenter-20171006-rec_de5-105;guenter-20171006-rec;de5-105;;;1
guenter-20171006-rec_de5-106;guenter-20171006-rec;de5-106;lights off please;lights off please;2
guenter-20171006-rec_de5-107;guenter-20171006-rec;de5-107;computer why is that so;computer why is that so;2
guenter-20171006-rec_de5-108;guenter-20171006-rec;de5-108;nspc;nspc;2
guenter-20171006-rec_de5-109;guenter-20171006-rec;de5-109;do you think he is looking great;do you think he is looking great;2
guenter-20171006-rec_de5-110;guenter-20171006-rec;de5-110;;;1
guenter-20171006-rec_de5-111;guenter-20171006-rec;de5-111;;;1
guenter-20171006-rec_de5-112;guenter-20171006-rec;de5-112;ok hal;ok hal;2
guenter-20171006-rec_de5-113;guenter-20171006-rec;de5-113;are we friends;are we friends;2
guenter-20171006-rec_de5-114;guenter-20171006-rec;de5-114;good day;good day;2
guenter-20171006-rec_de5-115;guenter-20171006-rec;de5-115;he stated that i am too often depressed;he stated that i am too often depressed;2
guenter-20171006-rec_de5-116;guenter-20171006-rec;de5-116;ok computer;ok computer;2
guenter-20171006-rec_de5-117;guenter-20171006-rec;de5-117;computer that seems similar;computer that seems similar;2
guenter-20171006-rec_de5-118;guenter-20171006-rec;de5-118;is that really;is that really;2
guenter-20171006-rec_de5-119;guenter-20171006-rec;de5-119;computer please lights on in the basement;computer please lights on in the basement;2
guenter-20171006-rec_de5-120;guenter-20171006-rec;de5-120;;;1
guenter-20171006-rec_de5-121;guenter-20171006-rec;de5-121;i feel pleased;i feel pleased;2
guenter-20171006-rec_de5-122;guenter-20171006-rec;de5-122;just why is that so;just why is that so;2
guenter-20171006-rec_de5-123;guenter-20171006-rec;de5-123;see the idea for this came from a friend;see the idea for this came from a friend;2
guenter-20171006-rec_de5-124;guenter-20171006-rec;de5-124;hal i am sorry;hal i am sorry;2
guenter-20171006-rec_de5-125;guenter-20171006-rec;de5-125;poser;poser;2
guenter-20171006-rec_de5-126;guenter-20171006-rec;de5-126;ok hal;ok hal;2
guenter-20171006-rec_de5-127;guenter-20171006-rec;de5-127;absolutely sure;absolutely sure;2
guenter-20171006-rec_de5-128;guenter-20171006-rec;de5-128;i am in love again;i am in love again;2
guenter-20171006-rec_de5-129;guenter-20171006-rec;de5-129;thanks great;thanks great;2
guenter-20171006-rec_de5-130;guenter-20171006-rec;de5-130;lights on;lights on;2
guenter-20171006-rec_de5-131;guenter-20171006-rec;de5-131;lights off please;lights off please;2
guenter-20171006-rec_de5-132;guenter-20171006-rec;de5-132;turn on the lights in the bedroom;turn on the lights in the bedroom;2
guenter-20171006-rec_de5-133;guenter-20171006-rec;de5-133;computer why not;computer why not;2
guenter-20171006-rec_de5-134;guenter-20171006-rec;de5-134;hal goodbye;hal goodbye;2
guenter-20171006-rec_de5-135;guenter-20171006-rec;de5-135;hello computer;hello computer;2
guenter-20171006-rec_de5-136;guenter-20171006-rec;de5-136;i am getting somewhat tired unfortunately;i am getting somewhat tired unfortunately;2
guenter-20171006-rec_de5-137;guenter-20171006-rec;de5-137;hal cause i don't want to attack you;hal cause i don't want to attack you;2
guenter-20171006-rec_de5-138;guenter-20171006-rec;de5-138;good evening;good evening;2
guenter-20171006-rec_de5-139;guenter-20171006-rec;de5-139;she told me about you;she told me about you;2
guenter-20171006-rec_de5-140;guenter-20171006-rec;de5-140;hal man i am so happy;hal man i am so happy;2
guenter-20171006-rec_de5-141;guenter-20171006-rec;de5-141;hal turn off the lights in the kitchen;hal turn off the lights in the kitchen;2
guenter-20171006-rec_de5-142;guenter-20171006-rec;de5-142;computer lights on in the living room;computer lights on in the living room;2
guenter-20171006-rec_de5-143;guenter-20171006-rec;de5-143;hal dim off the lights in the attic;hal dim off the lights in the attic;2
guenter-20171006-rec_de5-144;guenter-20171006-rec;de5-144;computer tune to pop;computer tune to pop;2
guenter-20171006-rec_de5-145;guenter-20171006-rec;de5-145;hal turn off the radio;hal turn off the radio;2
guenter-20171006-rec_de5-146;guenter-20171006-rec;de5-146;computer please tune into deutschlandfunk;computer please tune into deutschlandfunk;2
guenter-20171006-rec_de5-147;guenter-20171006-rec;de5-147;please tune to dance;please tune to dance;2
guenter-20171006-rec_de5-148;guenter-20171006-rec;de5-148;computer tune into rock;computer tune into rock;2
guenter-20171006-rec_de5-149;guenter-20171006-rec;de5-149;switch on workout;switch on workout;2
guenter-20171006-rec_de5-150;guenter-20171006-rec;de5-150;computer tune on power hit radio;computer tune on power hit radio;2
guenter-20171006-rec_de5-151;guenter-20171006-rec;de5-151;turn to tech news;turn to tech news;2
guenter-20171006-rec_de5-152;guenter-20171006-rec;de5-152;turn off the radio please;turn off the radio please;2
