pszacherski-20080311-mqa_de5-080;pszacherski-20080311-mqa;de5-080;IN DER NACHKRIEGSZEIT WURDEN DIE KASERNEN UMGEBAUT;in der nachkriegszeit wurden die kasernen umgebaut;2
pszacherski-20080311-mqa_de5-081;pszacherski-20080311-mqa;de5-081;DER STADTTEIL AM RANDE DER STADT WUCHS SEHR SCHNELL;der stadtteil am rande der stadt wuchs sehr schnell;2
pszacherski-20080311-ryj_de5-116;pszacherski-20080311-ryj;de5-116;DRITTE KÖNNEN AUS EINEM SCHULDVERHÄLTNIS NICHT MIT ANSPRÜCHEN BELASTET WERDEN;dritte können aus einem schuldverhältnis nicht mit ansprüchen belastet werden;2
pszacherski-20080311-ryj_de5-117;pszacherski-20080311-ryj;de5-117;DRITTE HABEN AUS EINEM SCHULDVERHÄLTNIS GRUNDSÄTZLICH KEIN FORDERUNGSRECHT;dritte haben aus einem schuldverhältnis grundsätzlich kein forderungsrecht;2
pszacherski-20080311-ryj_de5-118;pszacherski-20080311-ryj;de5-118;SACHENRECHTE WIRKEN ABSOLUT DAS HEIßT GEGEN JEDERMANN;sachenrechte wirken absolut das heißt gegen jedermann;2
pszacherski-20080311-ryj_de5-119;pszacherski-20080311-ryj;de5-119;BEIM FORDERUNGSRECHT WIRD LEDIGLICH;beim forderungsrecht wird lediglich;2
pszacherski-20080311-ryj_de5-120;pszacherski-20080311-ryj;de5-120;DER VERTRAGSPARTNER DES SCHULDVERHÄLTNISSES GEBUNDEN;der vertragspartner des schuldverhältnisses gebunden;2
pszacherski-20080311-ryj_de5-121;pszacherski-20080311-ryj;de5-121;BEI EINEM DINGLICHEN RECHT WIRD JEDERMANN GEBUNDEN;bei einem dinglichen recht wird jedermann gebunden;2
pszacherski-20080311-ryj_de5-122;pszacherski-20080311-ryj;de5-122;EIN DINGLICHES RECHT WIRKT GEGEN ALLE;ein dingliches recht wirkt gegen alle;2
pszacherski-20080311-ryj_de5-123;pszacherski-20080311-ryj;de5-123;JEDERMANN MUSS DAS DINGLICHE RECHT RESPEKTIEREN;jedermann muss das dingliche recht respektieren;2
pszacherski-20080311-ryj_de5-124;pszacherski-20080311-ryj;de5-124;LEHRE VON DER ABSOLUTEN FORDERUNGSZUSTÄNDIGKEIT DES GLÄUBIGERS;lehre von der absoluten forderungszuständigkeit des gläubigers;2
pszacherski-20080311-ryj_de5-125;pszacherski-20080311-ryj;de5-125;FORDERUNGSRECHTE WERDEN DEM GLÄUBIGER AUSSCHLIEßLICH ZUGEORDNET;forderungsrechte werden dem gläubiger ausschließlich zugeordnet;2
pszacherski-20080313-bcc_de2-10;pszacherski-20080313-bcc;de2-10;DASS DEN SCHLÜSSEL NIEMAND FINDEN KANN;dass den schlüssel niemand finden kann;2
pszacherski-20080313-bcc_de2-11;pszacherski-20080313-bcc;de2-11;HIERDURCH WIRD DAS SICHERHEITSSYSTEM UNSICHERER;hierdurch wird das sicherheitssystem unsicherer;2
pszacherski-20080313-bcc_de2-12;pszacherski-20080313-bcc;de2-12;EIN EINBRECHER WÜRDE SEHR VIEL ZEIT VERLIEREN;ein einbrecher würde sehr viel zeit verlieren;2
pszacherski-20080313-bcc_de2-13;pszacherski-20080313-bcc;de2-13;ES WÜRDE IHN VON VORNHEREIN ABSCHRECKEN;es würde ihn von vornherein abschrecken;2
pszacherski-20080313-bcc_de2-14;pszacherski-20080313-bcc;de2-14;AES GILT ALS EIN SEHR STARKER ALGORITHMUS;aes gilt als ein sehr starker algorithmus;2
pszacherski-20080313-bcc_de2-15;pszacherski-20080313-bcc;de2-15;DER NICHT GEHEIM GEHALTEN WERDEN MUSS;der nicht geheim gehalten werden muss;2
pszacherski-20080313-bcc_de2-16;pszacherski-20080313-bcc;de2-16;DER ANGREIFER KANN DIE DATEN SPÄTER ENTSCHLÜSSELN;der angreifer kann die daten später entschlüsseln;2
pszacherski-20080313-bcc_de2-17;pszacherski-20080313-bcc;de2-17;DIESE SOFTWARE DARF VERWENDET KOPIERT VERÄNDERT UND VERTRIEBEN WERDEN;diese software darf verwendet kopiert verändert und vertrieben werden;2
pszacherski-20080313-bcc_de2-18;pszacherski-20080313-bcc;de2-18;DIE SOFTWARE WURDE UNTER EINER FREIEN SOFTWARELIZENZ VERÖFFENTLICHT;die software wurde unter einer freien softwarelizenz veröffentlicht;2
pszacherski-20080313-bcc_de2-19;pszacherski-20080313-bcc;de2-19;ES KOMMT AUF DIE FREIHEIT AN UND NICHT AUF DEN PREIS;es kommt auf die freiheit an und nicht auf den preis;2
pszacherski-20080313-fiq_de5-014;pszacherski-20080313-fiq;de5-014;FERNER SOLL DAS FINANZAMT KEINE KENNTNIS VOM GELD ERHALTEN;ferner soll das finanzamt keine kenntnis vom geld erhalten;2
pszacherski-20080313-fiq_de5-015;pszacherski-20080313-fiq;de5-015;DER SCHADEN LIEGT NICHT NUR IN DER STRAFTAT AN SICH;der schaden liegt nicht nur in der straftat an sich;3
pszacherski-20080313-fiq_de5-016;pszacherski-20080313-fiq;de5-016;SONDERN AUCH IN DER STEUERHINTERZIEHUNG;sondern auch in der steuerhinterziehung;2
pszacherski-20080313-fiq_de5-017;pszacherski-20080313-fiq;de5-017;FERNER WERDEN KONKURRENTEN BENACHTEILIGT;ferner werden konkurrenten benachteiligt;2
pszacherski-20080313-fiq_de5-018;pszacherski-20080313-fiq;de5-018;DAS KREDITINSTITUT HÄTTE VERDACHTSANZEIGE ERSTATTEN MÜSSEN;das kreditinstitut hätte verdachtsanzeige erstatten müssen;2
pszacherski-20080313-fiq_de5-019;pszacherski-20080313-fiq;de5-019;UNTER WELCHEN VORAUSSETZUNGEN MÜSSEN RECHTSANWÄLTE VERDACHTSANZEIGE ERSTATTEN;unter welchen voraussetzungen müssen rechtsanwälte verdachtsanzeige erstatten;2
pszacherski-20080313-fiq_de5-020;pszacherski-20080313-fiq;de5-020;DAS COMPUTERNETZWERK BESTEHT NICHT NUR AUSSCHLIEßLICH AUS KABELLOSEN ELEMENTEN;das computernetzwerk besteht nicht nur ausschließlich aus kabellosen elementen;2
pszacherski-20080313-fiq_de5-021;pszacherski-20080313-fiq;de5-021;DER DATENAUSTAUSCH FINDET ZWISCHEN DEN NOTEBOOKS STATT;der datenaustausch findet zwischen den notebooks statt;2
pszacherski-20080313-fiq_de5-022;pszacherski-20080313-fiq;de5-022;EIN RELATIV SCHMALES FREQUENZBAND KOMMT ZUM EINSATZ;ein relativ schmales frequenzband kommt zum einsatz;2
pszacherski-20080313-fiq_de5-023;pszacherski-20080313-fiq;de5-023;DIESES FREQUENZBAND WIRD IN MEHRERE SEHR SCHMALE FREQUENZBÄNDER UNTERTEILT;dieses frequenzband wird in mehrere sehr schmale frequenzbänder unterteilt;2
pszacherski-20080313-xvl_de5-012;pszacherski-20080313-xvl;de5-012;DURCH DIE VERSCHLEIERUNG SOLL ERREICHT WERDEN;durch die verschleierung soll erreicht werden;2
pszacherski-20080313-xvl_de5-013;pszacherski-20080313-xvl;de5-013;DASS STRAFVERFOLGUNGSBEHÖRDEN KEINEN ZUGRIFF AUF DAS GELD HABEN;dass strafverfolgungsbehörden keinen zugriff auf das geld haben;2
pszacherski-20080313-xvl_de5-014;pszacherski-20080313-xvl;de5-014;FERNER SOLL DAS FINANZAMT KEINE KENNTNIS VOM GELD ERHALTEN;ferner soll das finanzamt keine kenntnis vom geld erhalten;2
pszacherski-20080313-xvl_de5-015;pszacherski-20080313-xvl;de5-015;DER SCHADEN LIEGT NICHT NUR IN DER STRAFTAT AN SICH;der schaden liegt nicht nur in der straftat an sich;2
pszacherski-20080313-xvl_de5-016;pszacherski-20080313-xvl;de5-016;SONDERN AUCH IN DER STEUERHINTERZIEHUNG;sondern auch in der steuerhinterziehung;2
pszacherski-20080313-xvl_de5-017;pszacherski-20080313-xvl;de5-017;FERNER WERDEN KONKURRENTEN BENACHTEILIGT;ferner werden konkurrenten benachteiligt;2
pszacherski-20080313-xvl_de5-018;pszacherski-20080313-xvl;de5-018;DAS KREDITINSTITUT HÄTTE VERDACHTSANZEIGE ERSTATTEN MÜSSEN;das kreditinstitut hätte verdachtsanzeige erstatten müssen;2
pszacherski-20080313-xvl_de5-019;pszacherski-20080313-xvl;de5-019;UNTER WELCHEN VORAUSSETZUNGEN MÜSSEN RECHTSANWÄLTE VERDACHTSANZEIGE ERSTATTEN;unter welchen voraussetzungen müssen rechtsanwälte verdachtsanzeige erstatten;2
pszacherski-20080313-xvl_de5-020;pszacherski-20080313-xvl;de5-020;DAS COMPUTERNETZWERK BESTEHT NICHT NUR AUSSCHLIEßLICH AUS KABELLOSEN ELEMENTEN;das computernetzwerk besteht nicht nur ausschließlich aus kabellosen elementen;2
pszacherski-20080313-xvl_de5-021;pszacherski-20080313-xvl;de5-021;DER DATENAUSTAUSCH FINDET ZWISCHEN DEN NOTEBOOKS STATT;der datenaustausch findet zwischen den notebooks statt;2
pszacherski-20080319-rhi_de4-84;pszacherski-20080319-rhi;de4-84;BEVOR DIE JEWEILIGE MATHEMATISCHE ERKENNTNIS;bevor die jeweilige mathematische erkenntnis;2
pszacherski-20080319-rhi_de4-85;pszacherski-20080319-rhi;de4-85;ALS MATHEMATISCHER SATZ ANERKANNT WERDEN KANN;als mathematischer satz anerkannt werden kann;2
pszacherski-20080319-rhi_de4-86;pszacherski-20080319-rhi;de4-86;DIESE FUNKTECHNIK WIRD AUF KURZEN STRECKEN ANGEWENDET;diese funktechnik wird auf kurzen strecken angewendet;2
pszacherski-20080319-rhi_de4-87;pszacherski-20080319-rhi;de4-87;KURZE KABELVERBINDUNGEN SOLLEN VERMIEDEN WERDEN;kurze kabelverbindungen sollen vermieden werden;2
pszacherski-20080319-rhi_de4-88;pszacherski-20080319-rhi;de4-88;NUR DAS UNMITTELBARE UMFELD DES JEWEILIGEN SENDERS WIRD ABGEDECKT;nur das unmittelbare umfeld des jeweiligen senders wird abgedeckt;2
pszacherski-20080319-rhi_de4-89;pszacherski-20080319-rhi;de4-89;DIESER STANDARD WURDE AM VIERZEHNTEN JUNI ZWOTAUSENDZWO VERÖFFENTLICHT;dieser standard wurde am vierzehnten juni zwotausendzwo veröffentlicht;2
pszacherski-20080319-rhi_de4-90;pszacherski-20080319-rhi;de4-90;ZIELE SIND DAS ERREICHEN HÖHERER ÜBERTRAGUNGSRATEN UND EIN GERINGERER ENERGIEVERBRAUCH;ziele sind das erreichen höherer übertragungsraten und ein geringerer energieverbrauch;2
pszacherski-20080319-rhi_de4-91;pszacherski-20080319-rhi;de4-91;STÖRUNGEN DURCH DRITTE SIND RELATIV UNWAHRSCHEINLICH;störungen durch dritte sind relativ unwahrscheinlich;2
pszacherski-20080319-rhi_de4-92;pszacherski-20080319-rhi;de4-92;WEIL MAN SICH AUF EINEN KLEINEN RAUM BESCHRÄNKT;weil man sich auf einen kleinen raum beschränkt;2
pszacherski-20080319-rhi_de4-93;pszacherski-20080319-rhi;de4-93;FERNER BENÖTIGT MAN NUR EINE GERINGE SENDELEISTUNG;ferner benötigt man nur eine geringe sendeleistung;2
pszacherski-20080319-wlg_de3-19;pszacherski-20080319-wlg;de3-19;DIE AUSLEGUNG DER DEUTSCHEN STRAFBESTIMMUNG ERGIBT;die auslegung der deutschen strafbestimmung ergibt;2
pszacherski-20080319-wlg_de3-20;pszacherski-20080319-wlg;de3-20;DASS DER SCHUTZZWECK DER NORM SICH AUF INLÄNDISCHE RECHTSGÜTER BEZIEHT;dass der schutzzweck der norm sich auf inländische rechtsgüter bezieht;2
pszacherski-20080319-wlg_de3-21;pszacherski-20080319-wlg;de3-21;IM KONKRETEN FALL HAT DER TÄTER EIN AUSLÄNDISCHES RECHTSGUT VERLETZT;im konkreten fall hat der täter ein ausländisches rechtsgut verletzt;2
pszacherski-20080319-wlg_de3-22;pszacherski-20080319-wlg;de3-22;DIE EINZELHEITEN SPIELEN JEDOCH IN DER HEUTIGEN ZEIT VERMUTLICH KEINE ROLLE MEHR;die einzelheiten spielen jedoch in der heutigen zeit vermutlich keine rolle mehr;2
pszacherski-20080319-wlg_de3-23;pszacherski-20080319-wlg;de3-23;DIE BUNDESREPUBLIK DEUTSCHLAND ÜBTE AUF DEM GEBIET DER DDR KEINE STAATSGEWALT AUS;die bundesrepublik deutschland übte auf dem gebiet der ddr keine staatsgewalt aus;2
pszacherski-20080319-wlg_de3-24;pszacherski-20080319-wlg;de3-24;DAS SIGNAL WIRD DURCH FREQUENZANALYSE IN SEINE BESTANDTEILE ZERLEGT;das signal wird durch frequenzanalyse in seine bestandteile zerlegt;2
pszacherski-20080319-wlg_de3-25;pszacherski-20080319-wlg;de3-25;DIE HÄUFIGKEIT VON BUCHSTABEN EINES GEHEIMTEXTS SOLL ANALYSIERT WERDEN;die häufigkeit von buchstaben eines geheimtexts soll analysiert werden;2
pszacherski-20080319-wlg_de3-26;pszacherski-20080319-wlg;de3-26;SOMIT KÖNNEN KLASSISCHE GEHEIMTEXTE LESBAR GEMACHT WERDEN;somit können klassische geheimtexte lesbar gemacht werden;2
pszacherski-20080319-wlg_de3-27;pszacherski-20080319-wlg;de3-27;BESTIMMTE BUCHSTABEN UND KOMBINATIONEN ERSCHEINEN RELATIV HÄUFIG;bestimmte buchstaben und kombinationen erscheinen relativ häufig;2
pszacherski-20080319-wlg_de3-28;pszacherski-20080319-wlg;de3-28;INNERHALB EINER SPRACHE GIBT ES EINE CHARAKTERISTISCHE VERTEILUNG DER BUCHSTABEN;innerhalb einer sprache gibt es eine charakteristische verteilung der buchstaben;2
pszacherski-20080319-xfa_de4-14;pszacherski-20080319-xfa;de4-14;LEDIGLICH EINIGE SEHR KRITISCHE ANWENDUNGEN VERWENDEN DIESES VERFAHREN;lediglich einige sehr kritische anwendungen verwenden dieses verfahren;2
pszacherski-20080319-xfa_de4-15;pszacherski-20080319-xfa;de4-15;HIERBEI WERDEN SUKZESSIVE ELEMENTE FÜR DIE VERSCHLÜSSELUNG GENERIERT;hierbei werden sukzessive elemente für die verschlüsselung generiert;2
pszacherski-20080319-xfa_de4-16;pszacherski-20080319-xfa;de4-16;MAN NENNT DAS SYNCHRONE STROMVERSCHLÜSSELUNG;man nennt das synchrone stromverschlüsselung;2
pszacherski-20080319-xfa_de4-17;pszacherski-20080319-xfa;de4-17;BEIM ORGANSTREIT STREITEN OBERSTE VERFASSUNGSORGANE;beim organstreit streiten oberste verfassungsorgane;2
pszacherski-20080319-xfa_de4-18;pszacherski-20080319-xfa;de4-18;ÜBER DEN UMFANG DER RECHTE UND PFLICHTEN;über den umfang der rechte und pflichten;2
pszacherski-20080319-xfa_de4-19;pszacherski-20080319-xfa;de4-19;HIERBEI WIRD DIE RECHTMÄßIGKEIT VON MAßNAHMEN ÜBERPRÜFT;hierbei wird die rechtmäßigkeit von maßnahmen überprüft;2
pszacherski-20080319-xfa_de4-20;pszacherski-20080319-xfa;de4-20;DIE MITGLIEDER DER OBERSTEN VERFASSUNGSORGANE BETREFFEN KÖNNEN;die mitglieder der obersten verfassungsorgane betreffen können;2
pszacherski-20080319-xfa_de4-21;pszacherski-20080319-xfa;de4-21;DEM ORGANSTREIT ENTSPRICHT AUF DER KOMMUNALEN EBENE DER KOMMUNALVERFASSUNGSSTREIT;dem organstreit entspricht auf der kommunalen ebene der kommunalverfassungsstreit;2
pszacherski-20080319-xfa_de4-22;pszacherski-20080319-xfa;de4-22;DER ORGANSTREIT IST IM BUNDESVERFASSUNGSGERICHTSGESETZ GEREGELT;der organstreit ist im bundesverfassungsgerichtsgesetz geregelt;2
pszacherski-20080319-xfa_de4-23;pszacherski-20080319-xfa;de4-23;ORGANSTREITVERFAHREN KÖNNEN AUCH AUSSCHLIEßLICH AUF DER LANDESEBENE STATTFINDEN;organstreitverfahren können auch ausschließlich auf der landesebene stattfinden;2
pszacherski-20080320-zwn_de5-125;pszacherski-20080320-zwn;de5-125;FORDERUNGSRECHTE WERDEN DEM GLÄUBIGER AUSSCHLIEßLICH ZUGEORDNET;forderungsrechte werden dem gläubiger ausschließlich zugeordnet;2
pszacherski-20080320-zwn_de5-126;pszacherski-20080320-zwn;de5-126;DIE FORDERUNG GEHÖRT AUSSCHLIEßLICH DEM GLÄUBIGER;die forderung gehört ausschließlich dem gläubiger;2
pszacherski-20080320-zwn_de5-127;pszacherski-20080320-zwn;de5-127;HAT DER VERKÄUFER GEGENÜBER DEM VERKÄUFER BEREITS;hat der verkäufer gegenüber dem verkäufer bereits;2
pszacherski-20080320-zwn_de5-128;pszacherski-20080320-zwn;de5-128;DURCH DEN VERTRAG EIGENTUM AN DER SACHE ERWORBEN;durch den vertrag eigentum an der sache erworben;2
pszacherski-20080320-zwn_de5-129;pszacherski-20080320-zwn;de5-129;WELCHE AUSNAHMEN VOM RELATIVITÄTSGRUNDSATZ GIBT ES;welche ausnahmen vom relativitätsgrundsatz gibt es;2
pszacherski-20080320-zwn_de5-130;pszacherski-20080320-zwn;de5-130;DER ERWERBER DER MIETWOHNUNG TRITT IN DIE POSITION DES VERMIETERS EIN;der erwerber der mietwohnung tritt in die position des vermieters ein;2
pszacherski-20080320-zwn_de5-131;pszacherski-20080320-zwn;de5-131;DIE ERWERBERIN HAT RECHTE UND PFLICHTEN AUS DEM MIETVERTRAG;die erwerberin hat rechte und pflichten aus dem mietvertrag;2
pszacherski-20080320-zwn_de5-132;pszacherski-20080320-zwn;de5-132;DER MIETVERTRAG HAT DINGLICHE WIRKUNG GEGENÜBER DEM ERWERBER;der mietvertrag hat dingliche wirkung gegenüber dem erwerber;2
pszacherski-20080320-zwn_de5-133;pszacherski-20080320-zwn;de5-133;DER ERWERBER DES BETRIEBS TRITT IN DIE PFLICHTEN DES ARBEITSVERHÄLTNISSES EIN;der erwerber des betriebs tritt in die pflichten des arbeitsverhältnisses ein;2
pszacherski-20080320-zwn_de5-134;pszacherski-20080320-zwn;de5-134;DER MIETER HAT DIE SACHE DEM DRITTEN ÜBERLASSEN;der mieter hat die sache dem dritten überlassen;2
pszacherski-20080429-buy_de4-71;pszacherski-20080429-buy;de4-71;WIE BESTIMMT MAN DIE FLÄCHENINHALTE UNTER DEN KURVEN;wie bestimmt man die flächeninhalte unter den kurven;2
pszacherski-20080429-buy_de4-72;pszacherski-20080429-buy;de4-72;ER WOLLTE FUNKTIONEN UNTERSUCHEN UND GEKRÜMMTE FLÄCHEN VERMESSEN;er wollte funktionen untersuchen und gekrümmte flächen vermessen;2
pszacherski-20080429-buy_de4-73;pszacherski-20080429-buy;de4-73;MATHEMATISCHE FRAGESTELLUNGEN RESULTIEREN AUS DER PHYSIK UND DER INGENIEURWISSENSCHAFT;mathematische fragestellungen resultieren aus der physik und der ingenieurwissenschaft;2
pszacherski-20080429-buy_de4-74;pszacherski-20080429-buy;de4-74;MATHEMATIK WIRD VON VIELEN NATURWISSENSCHAFTLERN ALS HILFSWISSENSCHAFT VERWENDET;mathematik wird von vielen naturwissenschaftlern als hilfswissenschaft verwendet;2
pszacherski-20080429-buy_de4-75;pszacherski-20080429-buy;de4-75;MATHEMATIK IST KEINE NATURWISSENSCHAFT IM EIGENTLICHEN SINN;mathematik ist keine naturwissenschaft im eigentlichen sinn;2
pszacherski-20080429-buy_de4-76;pszacherski-20080429-buy;de4-76;DENN DIE AUSSAGEN DER MATHEMATIK HÄNGEN NICHT VON EXPERIMENTEN AB;denn die aussagen der mathematik hängen nicht von experimenten ab;2
pszacherski-20080429-buy_de4-77;pszacherski-20080429-buy;de4-77;DIE MATHEMATIK HAT ZAHLREICHE GEMEINSAMKEITEN MIT DER PHILOSOPHIE;die mathematik hat zahlreiche gemeinsamkeiten mit der philosophie;2
pszacherski-20080429-buy_de4-78;pszacherski-20080429-buy;de4-78;IM BEREICH DER LOGIK GIBT ES EINEN ÜBERSCHNEIDUNGSBEREICH;im bereich der logik gibt es einen überschneidungsbereich;2
pszacherski-20080429-buy_de4-79;pszacherski-20080429-buy;de4-79;DIE MATHEMATIK KANN MAN DEN GEISTESWISSENSCHAFTEN IM WEITEREN SINNE ZUORDNEN;die mathematik kann man den geisteswissenschaften im weiteren sinne zuordnen;2
pszacherski-20080429-buy_de4-80;pszacherski-20080429-buy;de4-80;NATURWISSENSCHAFTLICHE ERKENNTNISSE KÖNNEN DURCH NEUE EXPERIMENTE WIDERLEGT WERDEN;naturwissenschaftliche erkenntnisse können durch neue experimente widerlegt werden;2
pszacherski-20080429-dur_de11-033;pszacherski-20080429-dur;de11-033;DIE WILLENSERKLÄRUNG EINES GESCHÄFTSUNFÄHIGEN IST NICHTIG;die willenserklärung eines geschäftsunfähigen ist nichtig;2
pszacherski-20080429-dur_de11-034;pszacherski-20080429-dur;de11-034;DIE WIRKSAMKEIT DER WILLENSERKLÄRUNG IST INSGEHEIM NICHT GEWOLLT;die wirksamkeit der willenserklärung ist insgeheim nicht gewollt;2
pszacherski-20080429-dur_de11-035;pszacherski-20080429-dur;de11-035;DER ERKLÄRUNGSEMPFÄNGER KENNT DIESEN GEHEIMEN VORBEHALT;der erklärungsempfänger kennt diesen geheimen vorbehalt;2
pszacherski-20080429-dur_de11-036;pszacherski-20080429-dur;de11-036;DIE WILLENSERKLÄRUNG WAR GEGENÜBER EINER ANDEREN PERSON ABZUGEBEN;die willenserklärung war gegenüber einer anderen person abzugeben;2
pszacherski-20080429-dur_de11-037;pszacherski-20080429-dur;de11-037;DIE WILLENSERKLÄRUNG WURDE MIT EINVERSTÄNDNIS DER ERKLÄRUNGSEMPFÄNGERIN;die willenserklärung wurde mit einverständnis der erklärungsempfängerin;2
pszacherski-20080429-dur_de11-038;pszacherski-20080429-dur;de11-038;NUR ZUM SCHEIN ABGEGEBEN UND IST NICHTIG;nur zum schein abgegeben und ist nichtig;2
pszacherski-20080429-dur_de11-039;pszacherski-20080429-dur;de11-039;SIE HAT EINE NICHT ERNSTLICH GEMEINTE WILLENSERKLÄRUNG ABGEGEBEN;sie hat eine nicht ernstlich gemeinte willenserklärung abgegeben;2
pszacherski-20080429-dur_de11-040;pszacherski-20080429-dur;de11-040;DER MANGEL DER ERNSTLICHKEIT WURDE VON DER EMPFÄNGERIN NICHT VERKANNT;der mangel der ernstlichkeit wurde von der empfängerin nicht verkannt;2
pszacherski-20080429-dur_de11-041;pszacherski-20080429-dur;de11-041;DAS GESETZ SCHREIBT EINE BESTIMMTE FORM FÜR DAS RECHTSGESCHÄFT VOR;das gesetz schreibt eine bestimmte form für das rechtsgeschäft vor;2
pszacherski-20080429-dur_de11-042;pszacherski-20080429-dur;de11-042;DURCH DAS RECHTSGESCHÄFT HABEN DIE PARTEIEN;durch das rechtsgeschäft haben die parteien;2
pszacherski-20080429-iop_de11-032;pszacherski-20080429-iop;de11-032;BEIM TIEFBAU WIRD DAS KABEL EINFACH AUF DEM BODEN AUSGELEGT;beim tiefbau wird das kabel einfach auf dem boden ausgelegt;2
pszacherski-20080429-iop_de11-033;pszacherski-20080429-iop;de11-033;DIE WILLENSERKLÄRUNG EINES GESCHÄFTSUNFÄHIGEN IST NICHTIG;die willenserklärung eines geschäftsunfähigen ist nichtig;2
pszacherski-20080429-iop_de11-034;pszacherski-20080429-iop;de11-034;DIE WIRKSAMKEIT DER WILLENSERKLÄRUNG IST INSGEHEIM NICHT GEWOLLT;die wirksamkeit der willenserklärung ist insgeheim nicht gewollt;2
pszacherski-20080429-iop_de11-035;pszacherski-20080429-iop;de11-035;DER ERKLÄRUNGSEMPFÄNGER KENNT DIESEN GEHEIMEN VORBEHALT;der erklärungsempfänger kennt diesen geheimen vorbehalt;2
pszacherski-20080429-iop_de11-036;pszacherski-20080429-iop;de11-036;DIE WILLENSERKLÄRUNG WAR GEGENÜBER EINER ANDEREN PERSON ABZUGEBEN;die willenserklärung war gegenüber einer anderen person abzugeben;2
