roccoshifo-20160522-fsc_de5-091;roccoshifo-20160522-fsc;de5-091;Dieses Land ist für Einwanderer sehr attraktiv.;dieses land ist für einwanderer sehr attraktiv;3
roccoshifo-20160522-fsc_de5-092;roccoshifo-20160522-fsc;de5-092;Eine ehrenrührige Tatsache wurde gegenüber einer dritten Person mitgeteilt,;eine ehrenrührige tatsache wurde gegenüber einer dritten person mitgeteilt;3
roccoshifo-20160522-fsc_de5-093;roccoshifo-20160522-fsc;de5-093;nicht jedoch gegenüber dem Tatopfer.;nicht jedoch gegenüber dem tatopfer;3
roccoshifo-20160522-fsc_de5-094;roccoshifo-20160522-fsc;de5-094;Der Täter geht von der Wahrheit der verbreiteten Tatsache aus.;der täter geht von der wahrheit der verbreiteten tatsache aus;3
roccoshifo-20160522-fsc_de5-095;roccoshifo-20160522-fsc;de5-095;Er wird dennoch bestraft, es sei denn;er wird dennoch bestraft es sei denn;3
roccoshifo-20160522-iwl_de4-23;roccoshifo-20160522-iwl;de4-23;Organstreitverfahren können auch ausschließlich auf der Landesebene stattfinden.;organstreitverfahren können auch ausschließlich auf der landesebene stattfinden;3
roccoshifo-20160522-iwl_de4-24;roccoshifo-20160522-iwl;de4-24;Die Zuständigkeit liegt dann beim jeweiligen Landesverfassungsgericht.;die zuständigkeit liegt dann beim jeweiligen landesverfassungsgericht;3
roccoshifo-20160522-iwl_de4-25;roccoshifo-20160522-iwl;de4-25;Parteifähig ist, wer antragsberechtigt ist.;parteifähig ist wer antragsberechtigt ist;3
roccoshifo-20160522-iwl_de4-26;roccoshifo-20160522-iwl;de4-26;Die obersten Bundesorgane sind antragsberechtigt.;die obersten bundesorgane sind antragsberechtigt;3
roccoshifo-20160522-iwl_de4-27;roccoshifo-20160522-iwl;de4-27;Welche obersten Bundesorgane gibt es?;welche obersten bundesorgane gibt es;3
roccoshifo-20160522-iwl_de4-28;roccoshifo-20160522-iwl;de4-28;Bundesorgane sind der Bundespäsident, der Bundestag, der Bundesrat, die Bundesregierung.;bundesorgane sind der bundespäsident der bundestag der bundesrat die bundesregierung;3
roccoshifo-20160522-iwl_de4-29;roccoshifo-20160522-iwl;de4-29;Auch Teile der genannten Organe sind antragsberechtigt,;auch teile der genannten organe sind antragsberechtigt;3
roccoshifo-20160522-iwl_de4-30;roccoshifo-20160522-iwl;de4-30;beispielsweise der Bundestagspräsident oder ein Bundesminister oder eine Fraktion.;beispielsweise der bundestagspräsident oder ein bundesminister oder eine fraktion;3
roccoshifo-20160522-iwl_de4-31;roccoshifo-20160522-iwl;de4-31;Streitgegenstand können nur Rechte und Pflichten sein,;streitgegenstand können nur rechte und pflichten sein;3
roccoshifo-20160522-iwl_de4-32;roccoshifo-20160522-iwl;de4-32;die im Grundgesetz verankert sind.;die im grundgesetz verankert sind;3
roccoshifo-20160522-pgc_de9-123;roccoshifo-20160522-pgc;de9-123;Das positive Interesse ist zu ersetzen.;das positive interesse ist zu ersetzen;3
roccoshifo-20160522-pgc_de9-124;roccoshifo-20160522-pgc;de9-124;Der Verletzte hatte auf die Gültigkeit des Rechtsgeschäfts vertraut.;der verletzte hatte auf die gültigkeit des rechtsgeschäfts vertraut;3
roccoshifo-20160522-pgc_de9-125;roccoshifo-20160522-pgc;de9-125;Die Willenserklärung ist nichtig oder wurde wegen Irrtums angefochten.;die willenserklärung ist nichtig oder wurde wegen irrtums angefochten;3
roccoshifo-20160522-pgc_de9-126;roccoshifo-20160522-pgc;de9-126;Der erklärende muss dem Erklärungsempfänger den Schaden ersetzen.;der erklärende muss dem erklärungsempfänger den schaden ersetzen;3
roccoshifo-20160522-pgc_de9-127;roccoshifo-20160522-pgc;de9-127;Die Vertreterin kannte den Mangel der Vertretungsmacht nicht.;die vertreterin kannte den mangel der vertretungsmacht nicht;3
roccoshifo-20160522-pgc_de9-128;roccoshifo-20160522-pgc;de9-128;Sie muss lediglich denjenigen Schaden ersetzen,;sie muss lediglich denjenigen schaden ersetzen;3
roccoshifo-20160522-pgc_de9-129;roccoshifo-20160522-pgc;de9-129;den die andere Partei dadurch erlitten hatte,;den die andere partei dadurch erlitten hatte;3
roccoshifo-20160522-pgc_de9-130;roccoshifo-20160522-pgc;de9-130;dass sie auf die Vertretungsmacht vertraut hat.;dass sie auf die vertretungsmacht vertraut hat;3
roccoshifo-20160522-pgc_de9-131;roccoshifo-20160522-pgc;de9-131;Grundsätzlich darf das negative Interesse das positive Interesse nicht überschreiten.;grundsätzlich darf das negative interesse das positive interesse nicht überschreiten;3
roccoshifo-20160522-pgc_de9-132;roccoshifo-20160522-pgc;de9-132;Durch das Erfüllungsinteresse wird der Vertrauensschaden begrenzt.;durch das erfüllungsinteresse wird der vertrauensschaden begrenzt;3
roccoshifo-20160522-rab_de8-141;roccoshifo-20160522-rab;de8-141;Lassen Sie den Reiniger einige Minuten einwirken.;lassen sie den reiniger einige minuten einwirken;3
roccoshifo-20160522-rab_de8-142;roccoshifo-20160522-rab;de8-142;Die Kette nur im vollkommen trockenen Zustand ölen.;die kette nur im vollkommen trockenen zustand ölen;3
roccoshifo-20160522-rab_de8-143;roccoshifo-20160522-rab;de8-143;Den Bremsmantel mit Spezialfett durch geschultes Fachpersonal nachschmieren.;den bremsmantel mit spezialfett durch geschultes fachpersonal nachschmieren;3
roccoshifo-20160522-rab_de9-001;roccoshifo-20160522-rab;de9-001;Ein freies Funknetz soll von zahlreichen Privatpersonen aufgebaut werden.;ein freies funknetz soll von zahlreichen privatpersonen aufgebaut werden;3
roccoshifo-20160522-rab_de9-002;roccoshifo-20160522-rab;de9-002;Die Geräte sind mittlerweile sehr preiswert.;die geräte sind mittlerweile sehr preiswert;3
roccoshifo-20160522-rab_de9-003;roccoshifo-20160522-rab;de9-003;Einige WLAN Access Points müssen an das Internet angebunden werden.;einige wlan access points müssen an das internet angebunden werden;3
roccoshifo-20160522-rab_de9-004;roccoshifo-20160522-rab;de9-004;Glücklicherweise haben einzelne Teilnehmer einen privaten DSL Anschluss.;glücklicherweise haben einzelne teilnehmer einen privaten dsl anschluss;3
roccoshifo-20160522-rab_de9-005;roccoshifo-20160522-rab;de9-005;Die ersten Projekte starteten 1998, mit einem älteren Standard.;die ersten projekte starteten neunzehnhundertachtundneunzig mit einem älteren standard;3
roccoshifo-20160522-rab_de9-006;roccoshifo-20160522-rab;de9-006;Im Jahr 2002 waren die meisten Netze in einem sehr frühen Entwicklungsstadium.;im jahr zweitausendzwei waren die meisten netze in einem sehr frühen entwicklungsstadium;3
roccoshifo-20160522-rab_de9-007;roccoshifo-20160522-rab;de9-007;Eine kleine Gruppe von Leuten führte Experimente durch.;eine kleine gruppe von leuten führte experimente durch;3
roccoshifo-20160522-vyy_de11-042;roccoshifo-20160522-vyy;de11-042;Durch das Rechtsgeschäft haben die Parteien;durch das rechtsgeschäft haben die parteien;3
roccoshifo-20160522-vyy_de11-043;roccoshifo-20160522-vyy;de11-043;gegen eine gesetzliche Verbotsvorschrift verstoßen.;gegen eine gesetzliche verbotsvorschrift verstoßen;3
roccoshifo-20160522-vyy_de11-044;roccoshifo-20160522-vyy;de11-044;Das Rechtsgeschäft verstößt gegen die guten Sitten.;das rechtsgeschäft verstößt gegen die guten sitten;3
roccoshifo-20160522-vyy_de11-045;roccoshifo-20160522-vyy;de11-045;Audio und Video verlaufen synchron zueinander.;audio und video verlaufen synchron zueinander;3
roccoshifo-20160522-vyy_de11-046;roccoshifo-20160522-vyy;de11-046;Ein kontinuierlicher Datenfluss soll zur Verfügung gestellt werden.;ein kontinuierlicher datenfluss soll zur verfügung gestellt werden;3
roccoshifo-20160522-vyy_de11-047;roccoshifo-20160522-vyy;de11-047;Die Informationen können von unterschiedlichen Quellen stammen;die informationen können von unterschiedlichen quellen stammen;3
roccoshifo-20160522-vyy_de11-048;roccoshifo-20160522-vyy;de11-048;und miteinander kombiniert werden. Das ist das Ziel der Angelegenheit.;und miteinander kombiniert werden das ist das ziel der angelegenheit;3
roccoshifo-20160522-vyy_de11-049;roccoshifo-20160522-vyy;de11-049;Diese Software kann ein Signal dekodieren.;diese software kann ein signal dekodieren;3
roccoshifo-20160522-vyy_de11-050;roccoshifo-20160522-vyy;de11-050;Bei Videokonferenzen und im Internetradio wird das regelmäßig verwendet.;bei videokonferenzen und im internetradio wird das regelmäßig verwendet;3
roccoshifo-20160522-vyy_de11-051;roccoshifo-20160522-vyy;de11-051;Das Empfangsgerät verwandelt das Signal zurück,;das empfangsgerät verwandelt das signal zurück;3
roccoshifo-20160522-wkz_de7-099;roccoshifo-20160522-wkz;de7-099;Der Wireless Access Point muss sich bei seinem Client authentifzieren.;der wireless access point muss sich bei seinem client authentifzieren;3
roccoshifo-20160522-wkz_de7-100;roccoshifo-20160522-wkz;de7-100;Der Access Point muss dem Client einen Schlüssel überlassen.;der access point muss dem client einen schlüssel überlassen;3
roccoshifo-20160522-wkz_de8-001;roccoshifo-20160522-wkz;de8-001;Die Angaben werden durch einen kryptografischen Hash verändert.;die angaben werden durch einen kryptografischen hash_1 verändert;3
roccoshifo-20160522-wkz_de8-002;roccoshifo-20160522-wkz;de8-002;Es handelt sich bei älteren Installationen um die bevorzugte Alternative.;es handelt sich bei älteren installationen um die bevorzugte alternative;3
roccoshifo-20160522-wkz_de8-003;roccoshifo-20160522-wkz;de8-003;Nur autorisierte Benutzer können auf das Netzwerk zugreifen.;nur autorisierte benutzer können auf das netzwerk zugreifen;3
roccoshifo-20160522-wkz_de8-004;roccoshifo-20160522-wkz;de8-004;Das Bundesverfassungsgericht ist Hüter der deutschen Verfassung.;das bundesverfassungsgericht ist hüter der deutschen verfassung;3
roccoshifo-20160522-wkz_de8-005;roccoshifo-20160522-wkz;de8-005;Es ist Teil der Rechtsprechung und unabhängiges Verfassungsorgan.;es ist teil der rechtsprechung und unabhängiges verfassungsorgan;3
roccoshifo-20160522-wkz_de8-006;roccoshifo-20160522-wkz;de8-006;Es ist nicht Teil des Instanzenzuges und überprüft Entscheidungen anderer Gerichte.;es ist nicht teil des instanzenzuges und überprüft entscheidungen anderer gerichte;3
roccoshifo-20160522-wkz_de8-007;roccoshifo-20160522-wkz;de8-007;Der Sitz befindet sich in Karlsruhe innerhalb eines befriedeten Bezirks.;der sitz befindet sich in karlsruhe innerhalb eines befriedeten bezirks;3
roccoshifo-20160522-wkz_de8-008;roccoshifo-20160522-wkz;de8-008;Die Bundespolizei schützt das Gericht.;die bundespolizei schützt das gericht;3
roccoshifo-20160522-wnr_de9-023;roccoshifo-20160522-wnr;de9-023;Durch die IP Adresse können Geräte im IP Netzwerk identifiziert werden.;durch die ip_1 adresse können geräte im ip_1 netzwerk identifiziert werden;3
roccoshifo-20160522-wnr_de9-024;roccoshifo-20160522-wnr;de9-024;Hierbei kommt ein Internetprotokoll zur Anwendung.;hierbei kommt ein internetprotokoll zur anwendung;3
roccoshifo-20160522-wnr_de9-025;roccoshifo-20160522-wnr;de9-025;Jeder Computer, Router, Server hat seine eigene Adresse.;jeder computer router server hat seine eigene adresse;3
roccoshifo-20160522-wnr_de9-026;roccoshifo-20160522-wnr;de9-026;Man kann die IP Adresse mit der Postadresse auf einem Briefumschlag vergleichen.;man kann die ip_1 adresse mit der postadresse auf einem briefumschlag vergleichen;3
roccoshifo-20160522-wnr_de9-027;roccoshifo-20160522-wnr;de9-027;Jede Telefonnummer gibt es nur ein einziges Mal.;jede telefonnummer gibt es nur ein einziges mal;3
roccoshifo-20160522-wnr_de9-028;roccoshifo-20160522-wnr;de9-028;Mehrere Clients können sich eine IP Adresse teilen.;mehrere clients können sich eine ip_1 adresse teilen;3
roccoshifo-20160522-wnr_de9-029;roccoshifo-20160522-wnr;de9-029;Die ursprüngliche IP Adresse wird dem Server gegenüber verschleiert.;die ursprüngliche ip_1 adresse wird dem server gegenüber verschleiert;3
roccoshifo-20160522-wnr_de9-030;roccoshifo-20160522-wnr;de9-030;Menschen können sich an Namen besser erinnern als an Zahlen.;menschen können sich an namen besser erinnern als an zahlen;3
roccoshifo-20160522-wnr_de9-031;roccoshifo-20160522-wnr;de9-031;IP Adressen können entweder permanent;ip_1 adressen können entweder permanent;3
roccoshifo-20160522-wnr_de9-032;roccoshifo-20160522-wnr;de9-032;oder nur zeitweise zugewiesen werden.;oder nur zeitweise zugewiesen werden;3
roccoshifo-20160522-xsy_de11-082;roccoshifo-20160522-xsy;de11-082;dann gilt der Flächentarifvertrag innerhalb der Nachwirkungszeit fort.;dann gilt der flächentarifvertrag innerhalb der nachwirkungszeit fort;3
roccoshifo-20160522-xsy_de11-083;roccoshifo-20160522-xsy;de11-083;Wann wurden die letzten Änderungen durchgeführt?;wann wurden die letzten änderungen durchgeführt;3
roccoshifo-20160522-xsy_de11-084;roccoshifo-20160522-xsy;de11-084;Die Seite ist erst kürzlich bearbeitet worden.;die seite ist erst kürzlich bearbeitet worden;3
roccoshifo-20160522-xsy_de11-085;roccoshifo-20160522-xsy;de11-085;Zahlreiche neue Artikel wurden veröffentlicht.;zahlreiche neue artikel wurden veröffentlicht;3
roccoshifo-20160522-xsy_de11-086;roccoshifo-20160522-xsy;de11-086;Eine neue Version des Artikels ist in der Vorbereitung.;eine neue version des artikels ist in der vorbereitung;3
roccoshifo-20160522-xsy_de11-087;roccoshifo-20160522-xsy;de11-087;Hilfe wurde für diesen Vorgang nicht benötigt.;hilfe wurde für diesen vorgang nicht benötigt;3
roccoshifo-20160522-xsy_de11-088;roccoshifo-20160522-xsy;de11-088;Offiziell sind das wissenschaftliche Berater.;offiziell sind das wissenschaftliche berater;3
roccoshifo-20160522-xsy_de11-089;roccoshifo-20160522-xsy;de11-089;Sie erinnert mich an einen guten Freund von mir.;sie erinnert mich an einen guten freund von mir;3
roccoshifo-20160522-xsy_de11-090;roccoshifo-20160522-xsy;de11-090;Der Reiter kommt nicht auf das Pferd.;der reiter kommt nicht auf das pferd;3
roccoshifo-20160522-xsy_de11-091;roccoshifo-20160522-xsy;de11-091;Diese Ausrede ist langweilig und dumm.;diese ausrede ist langweilig und dumm;3
rwthafu-20120102-bwr_de10-104;rwthafu-20120102-bwr;de10-104;VON MEHREREN ACCESS POINTS UNTEREINANDER;von mehreren access points untereinander;3
rwthafu-20120102-bwr_de10-105;rwthafu-20120102-bwr;de10-105;DIE VERKABELUNG ZU WEITEREN GERÄTEN IST ÜBERFLÜSSIG;die verkabelung zu weiteren geräten ist überflüssig;3
rwthafu-20120102-bwr_de10-106;rwthafu-20120102-bwr;de10-106;LEDIGLICH EINE STROMVERSORGUNG;lediglich eine stromversorgung;3
rwthafu-20120102-bwr_de10-107;rwthafu-20120102-bwr;de10-107;FÜR JEDEN EINZELNEN ACCESS POINT MUSS VORHANDEN SEIN;für jeden einzelnen access point muss vorhanden sein;3
rwthafu-20120102-bwr_de10-108;rwthafu-20120102-bwr;de10-108;JEDER ZUSÄTZLICHE ZUGANG HALBIERT DIE BANDBREITE;jeder zusätzliche zugang halbiert die bandbreite;3
rwthafu-20120102-bwr_de10-109;rwthafu-20120102-bwr;de10-109;DENN DIE PAKETE MÜSSEN DOPPELT ÜBERTRAGEN WERDEN;denn die pakete müssen doppelt übertragen werden;3
rwthafu-20120102-bwr_de10-110;rwthafu-20120102-bwr;de10-110;AUS DIESEM GRUND KANN ES SICH LOHNEN;aus diesem grund kann es sich lohnen;3
rwthafu-20120102-bwr_de10-111;rwthafu-20120102-bwr;de10-111;MIT ACCESS POINTS ZU ARBEITEN;mit access points zu arbeiten;3
rwthafu-20120102-bwr_de10-112;rwthafu-20120102-bwr;de10-112;DIE NICHT NUR IM ZWEI KOMMA VIER GIGAHERTZ BEREICH ARBEITEN;die nicht nur im zwei komma vier gigahertz bereich arbeiten;3
rwthafu-20120102-bwr_de10-113;rwthafu-20120102-bwr;de10-113;SONDERN AUCH IM FÜNF GIGAHERTZ BEREICH;sondern auch im fünf gigahertz bereich;2
rwthafu-20120102-cce_de10-114;rwthafu-20120102-cce;de10-114;DIE VERBINDUNG ZU DEN CLIENTS ERFOLGT;die verbindung zu den clients erfolgt;3
rwthafu-20120102-cce_de10-115;rwthafu-20120102-cce;de10-115;NACH EINEM BESTIMMTEN STANDARD;nach einem bestimmten standard;2
rwthafu-20120102-cce_de10-116;rwthafu-20120102-cce;de10-116;ALLE ACCESS POINTS VERWENDEN DENSELBEN KANAL UND DENSELBEN SCHLÜSSEL;alle access points verwenden denselben kanal und denselben schlüssel;2
rwthafu-20120102-cce_de10-117;rwthafu-20120102-cce;de10-117;DURCH EINE GEEIGNETE FIRMWARE EINES DRITTANBIETERS;durch eine geeignete firmware eines drittanbieters;3
rwthafu-20120102-cce_de10-118;rwthafu-20120102-cce;de10-118;WERDEN DIE FUNKTIONEN ERWEITERT;werden die funktionen erweitert;3
rwthafu-20120102-cce_de10-119;rwthafu-20120102-cce;de10-119;DIE EIGENSCHAFTEN WAREN NICHT MEHR TEUER;die eigenschaften waren nicht mehr teuer;3
rwthafu-20120102-cce_de10-120;rwthafu-20120102-cce;de10-120;SO DASS AUCH PRIVATANWENDER DIESE TECHNIK BENUTZEN KÖNNEN;so dass auch privatanwender diese technik benutzen können;2
rwthafu-20120102-cce_de10-121;rwthafu-20120102-cce;de10-121;EINE DRAHTLOSE VERBINDUNG KANN AUF ZWEI ARTEN ZUSTANDEKOMMEN;eine drahtlose verbindung kann auf zwei arten zustandekommen;3
rwthafu-20120102-cce_de10-122;rwthafu-20120102-cce;de10-122;NOTEBOOKS DÜRFEN NICHT AUF DIE ACCESS POINTS ZUGREIFEN;notebooks dürfen nicht auf die access points zugreifen;3
rwthafu-20120102-cce_de10-123;rwthafu-20120102-cce;de10-123;DIE ACCESS POINTS KOMMUNIZIEREN UNTEREINANDER MIT DEN NOTEBOOKS;die access points kommunizieren untereinander mit den notebooks;3
rwthafu-20120102-dia_de7-002;rwthafu-20120102-dia;de7-002;DURCH EINEN HOHEITLICHEN AKT IN IHREN GRUNDRECHTEN BEZIEHUNGSWEISE;durch einen hoheitlichen akt in ihren grundrechten beziehungsweise;3
rwthafu-20120102-dia_de7-003;rwthafu-20120102-dia;de7-003;IN EINEM GRUNDRECHTSGLEICHEN RECHT VERLETZT WORDEN ZU SEIN;in einem grundrechtsgleichen recht verletzt worden zu sein;3
rwthafu-20120102-dia_de7-004;rwthafu-20120102-dia;de7-004;DIE VERFASSUNGSBESCHWERDE IST AUF GRUNDRECHTE BESCHRÄNKT;die verfassungsbeschwerde ist auf grundrechte beschränkt;3
rwthafu-20120102-dia_de7-005;rwthafu-20120102-dia;de7-005;DER RECHTSWEG MUSS ERSCHÖPFT SEIN;der rechtsweg muss erschöpft sein;3
