lindajohnson-11_lj001-0021;lindajohnson-11;lj001-0021;The earliest book printed with movable type, the aforesaid Gutenberg Bible, is printed in letters which are an exact imitation;the earliest book printed with movable type , the aforesaid gutenberg bible , is printed in letters which are an exact imitation;2
lindajohnson-11_lj001-0022;lindajohnson-11;lj001-0022;of the more formal ecclesiastical writing which obtained at that time, this has since been called "missal type,";of the more formal ecclesiastical writing which obtained at that time , this has since been called " missal type , ";2
lindajohnson-11_lj001-0023;lindajohnson-11;lj001-0023;and was in fact the kind of letter used in the many splendid missals, psalters, etc., produced by printing in the fifteenth century.;and was in fact the kind of letter used in the many splendid missals , psalters , etc . , produced by printing in the fifteenth century .;0
lindajohnson-11_lj001-0024;lindajohnson-11;lj001-0024;But the first Bible actually dated (which also was printed at Maintz by Peter Schoeffer in the year fourteen sixty-two);but the first bible actually dated ( which also was printed at maintz by peter schoeffer in the year fourteen sixty - two );2
lindajohnson-11_lj001-0025;lindajohnson-11;lj001-0025;imitates a much freer hand, simpler, rounder, and less spiky, and therefore far pleasanter and easier to read.;imitates a much freer hand , simpler , rounder , and less spiky , and therefore far pleasanter and easier to read .;2
lindajohnson-11_lj001-0026;lindajohnson-11;lj001-0026;On the whole the type of this book may be considered the ne-plus-ultra of Gothic type,;on the whole the type of this book may be considered the ne - plus - ultra of gothic type ,;0
lindajohnson-11_lj001-0027;lindajohnson-11;lj001-0027;especially as regards the lower-case letters, and type very similar was used during the next fifteen or twenty years not only by Schoeffer,;especially as regards the lower - case letters , and type very similar was used during the next fifteen or twenty years not only by schoeffer ,;2
lindajohnson-11_lj001-0028;lindajohnson-11;lj001-0028;but by printers in Strasburg, Basle, Paris, Lubeck, and other cities.;but by printers in strasburg , basle , paris , lubeck , and other cities .;0
lindajohnson-11_lj001-0029;lindajohnson-11;lj001-0029;But though on the whole, except in Italy, Gothic letter was most often used;but though on the whole , except in italy , gothic letter was most often used;2
lindajohnson-11_lj001-0030;lindajohnson-11;lj001-0030;a very few years saw the birth of Roman character not only in Italy, but in Germany and France.;a very few years saw the birth of roman character not only in italy , but in germany and france .;2
lindajohnson-11_lj001-0031;lindajohnson-11;lj001-0031;In fourteen sixty-five Sweynheim and Pannartz began printing in the monastery of Subiaco near Rome,;in fourteen sixty - five sweynheim and pannartz began printing in the monastery of subiaco near rome ,;2
lindajohnson-11_lj001-0032;lindajohnson-11;lj001-0032;and used an exceedingly beautiful type, which is indeed to look at a transition between Gothic and Roman,;and used an exceedingly beautiful type , which is indeed to look at a transition between gothic and roman ,;2
lindajohnson-11_lj001-0033;lindajohnson-11;lj001-0033;but which must certainly have come from the study of the twelfth or even the eleventh century MSS.;but which must certainly have come from the study of the twelfth or even the eleventh century mss .;0
lindajohnson-11_lj001-0034;lindajohnson-11;lj001-0034;They printed very few books in this type, three only, but in their very first books in Rome, beginning with the year fourteen sixty-eight,;they printed very few books in this type , three only , but in their very first books in rome , beginning with the year fourteen sixty - eight ,;2
lindajohnson-11_lj001-0035;lindajohnson-11;lj001-0035;they discarded this for a more completely Roman and far less beautiful letter.;they discarded this for a more completely roman and far less beautiful letter .;2
lindajohnson-11_lj001-0036;lindajohnson-11;lj001-0036;But about the same year Mentelin at Strasburg began to print in a type which is distinctly Roman,;but about the same year mentelin at strasburg began to print in a type which is distinctly roman ,;2
lindajohnson-11_lj001-0037;lindajohnson-11;lj001-0037;and the next year Gunther Zeiner at Augsburg followed suit,;and the next year gunther zeiner at augsburg followed suit ,;2
lindajohnson-11_lj001-0038;lindajohnson-11;lj001-0038;while in fourteen seventy at Paris Udalric Gering and his associates turned out the first books printed in France, also in Roman character.;while in fourteen seventy at paris udalric gering and his associates turned out the first books printed in france , also in roman character .;2
lindajohnson-11_lj001-0039;lindajohnson-11;lj001-0039;The Roman type of all these printers is similar in character,;the roman type of all these printers is similar in character ,;2
lindajohnson-11_lj001-0040;lindajohnson-11;lj001-0040;and is very simple and legible, and unaffectedly designed for use, but it is by no means without beauty.;and is very simple and legible , and unaffectedly designed for use , but it is by no means without beauty .;2
lindajohnson-11_lj001-0041;lindajohnson-11;lj001-0041;It must be said that it is in no way like the transition type of Subiaco,;it must be said that it is in no way like the transition type of subiaco ,;2
lindajohnson-11_lj001-0042;lindajohnson-11;lj001-0042;and though more Roman than that, yet scarcely more like the complete Roman type of the earliest printers of Rome.;and though more roman than that , yet scarcely more like the complete roman type of the earliest printers of rome .;2
lindajohnson-11_lj001-0043;lindajohnson-11;lj001-0043;A further development of the Roman letter took place at Venice.;a further development of the roman letter took place at venice .;2
lindajohnson-11_lj001-0044;lindajohnson-11;lj001-0044;John of Spires and his brother Vindelin, followed by Nicholas Jenson, began to print in that city,;john of spires and his brother vindelin , followed by nicholas jenson , began to print in that city ,;2
lindajohnson-11_lj001-0045;lindajohnson-11;lj001-0045;fourteen sixty-nine, fourteen seventy,;fourteen sixty - nine , fourteen seventy ,;2
lindajohnson-11_lj001-0046;lindajohnson-11;lj001-0046;their type is on the lines of the German and French rather than of the Roman printers.;their type is on the lines of the german and french rather than of the roman printers .;2
lindajohnson-11_lj001-0047;lindajohnson-11;lj001-0047;Of Jenson it must be said that he carried the development of Roman type as far as it can go:;of jenson it must be said that he carried the development of roman type as far as it can go :;2
lindajohnson-11_lj001-0048;lindajohnson-11;lj001-0048;his letter is admirably clear and regular, but at least as beautiful as any other Roman type.;his letter is admirably clear and regular , but at least as beautiful as any other roman type .;2
lindajohnson-11_lj001-0049;lindajohnson-11;lj001-0049;After his death in the "fourteen eighties," or at least by fourteen ninety, printing in Venice had declined very much,;after his death in the " fourteen eighties , " or at least by fourteen ninety , printing in venice had declined very much ,;2
lindajohnson-11_lj001-0050;lindajohnson-11;lj001-0050;and though the famous family of Aldus restored its technical excellence, rejecting battered letters,;and though the famous family of aldus restored its technical excellence , rejecting battered letters ,;2
lindajohnson-11_lj001-0051;lindajohnson-11;lj001-0051;and paying great attention to the "press work" or actual process of printing,;and paying great attention to the " press work " or actual process of printing ,;2
lindajohnson-11_lj001-0052;lindajohnson-11;lj001-0052;yet their type is artistically on a much lower level than Jenson's, and in fact;yet their type is artistically on a much lower level than jenson's , and in fact;2
lindajohnson-11_lj001-0053;lindajohnson-11;lj001-0053;they must be considered to have ended the age of fine printing in Italy.;they must be considered to have ended the age of fine printing in italy .;2
lindajohnson-11_lj001-0054;lindajohnson-11;lj001-0054;Jenson, however, had many contemporaries who used beautiful type,;jenson , however , had many contemporaries who used beautiful type ,;2
lindajohnson-11_lj001-0055;lindajohnson-11;lj001-0055;some of which -- as, e.g., that of Jacobus Rubeus or Jacques le Rouge -- is scarcely distinguishable from his.;some of which - - as , e . g . , that of jacobus rubeus or jacques le rouge - - is scarcely distinguishable from his .;0
lindajohnson-11_lj001-0056;lindajohnson-11;lj001-0056;It was these great Venetian printers, together with their brethren of Rome, Milan,;it was these great venetian printers , together with their brethren of rome , milan ,;2
lindajohnson-11_lj001-0057;lindajohnson-11;lj001-0057;Parma, and one or two other cities, who produced the splendid editions of the Classics, which are one of the great glories of the printer's art,;parma , and one or two other cities , who produced the splendid editions of the classics , which are one of the great glories of the printer's art ,;0
lindajohnson-11_lj001-0058;lindajohnson-11;lj001-0058;and are worthy representatives of the eager enthusiasm for the revived learning of that epoch. By far,;and are worthy representatives of the eager enthusiasm for the revived learning of that epoch . by far ,;2
lindajohnson-11_lj001-0059;lindajohnson-11;lj001-0059;the greater part of these Italian printers, it should be mentioned, were Germans or Frenchmen, working under the influence of Italian opinion and aims.;the greater part of these italian printers , it should be mentioned , were germans or frenchmen , working under the influence of italian opinion and aims .;2
lindajohnson-11_lj001-0060;lindajohnson-11;lj001-0060;It must be understood that through the whole of the fifteenth and the first quarter of the sixteenth centuries;it must be understood that through the whole of the fifteenth and the first quarter of the sixteenth centuries;2
lindajohnson-11_lj001-0061;lindajohnson-11;lj001-0061;the Roman letter was used side by side with the Gothic.;the roman letter was used side by side with the gothic .;2
lindajohnson-11_lj001-0062;lindajohnson-11;lj001-0062;Even in Italy most of the theological and law books were printed in Gothic letter,;even in italy most of the theological and law books were printed in gothic letter ,;2
lindajohnson-11_lj001-0063;lindajohnson-11;lj001-0063;which was generally more formally Gothic than the printing of the German workmen,;which was generally more formally gothic than the printing of the german workmen ,;2
lindajohnson-11_lj001-0064;lindajohnson-11;lj001-0064;many of whose types, indeed, like that of the Subiaco works, are of a transitional character.;many of whose types , indeed , like that of the subiaco works , are of a transitional character .;2
lindajohnson-11_lj001-0065;lindajohnson-11;lj001-0065;This was notably the case with the early works printed at Ulm, and in a somewhat lesser degree at Augsburg.;this was notably the case with the early works printed at ulm , and in a somewhat lesser degree at augsburg .;2
lindajohnson-11_lj001-0066;lindajohnson-11;lj001-0066;In fact Gunther Zeiner's first type (afterwards used by Schussler) is remarkably like the type of the before-mentioned Subiaco books.;in fact gunther zeiner's first type ( afterwards used by schussler ) is remarkably like the type of the before - mentioned subiaco books .;2
lindajohnson-11_lj001-0067;lindajohnson-11;lj001-0067;In the Low Countries and Cologne, which were very fertile of printed books, Gothic was the favorite.;in the low countries and cologne , which were very fertile of printed books , gothic was the favorite .;2
lindajohnson-11_lj001-0068;lindajohnson-11;lj001-0068;The characteristic Dutch type, as represented by the excellent printer Gerard Leew, is very pronounced and uncompromising Gothic.;the characteristic dutch type , as represented by the excellent printer gerard leew , is very pronounced and uncompromising gothic .;2
lindajohnson-11_lj001-0069;lindajohnson-11;lj001-0069;This type was introduced into England by Wynkyn de Worde, Caxton's successor,;this type was introduced into england by wynkyn de worde , caxton's successor ,;2
lindajohnson-11_lj001-0070;lindajohnson-11;lj001-0070;and was used there with very little variation all through the sixteenth and seventeenth centuries, and indeed into the eighteenth.;and was used there with very little variation all through the sixteenth and seventeenth centuries , and indeed into the eighteenth .;2
lindajohnson-11_lj001-0071;lindajohnson-11;lj001-0071;Most of Caxton's own types are of an earlier character, though they also much resemble Flemish or Cologne letter.;most of caxton's own types are of an earlier character , though they also much resemble flemish or cologne letter .;2
lindajohnson-11_lj001-0072;lindajohnson-11;lj001-0072;After the end of the fifteenth century the degradation of printing, especially in Germany and Italy,;after the end of the fifteenth century the degradation of printing , especially in germany and italy ,;2
lindajohnson-11_lj001-0073;lindajohnson-11;lj001-0073;went on apace, and by the end of the sixteenth century there was no really beautiful printing done:;went on apace , and by the end of the sixteenth century there was no really beautiful printing done:;0
lindajohnson-11_lj001-0074;lindajohnson-11;lj001-0074;the best, mostly French or Low-Country, was neat and clear, but without any distinction,;the best , mostly french or low - country , was neat and clear , but without any distinction ,;2
lindajohnson-11_lj001-0075;lindajohnson-11;lj001-0075;the worst, which perhaps was the English, was a terrible falling-off from the work of the earlier presses,;the worst , which perhaps was the english , was a terrible falling - off from the work of the earlier presses ,;2
lindajohnson-11_lj001-0076;lindajohnson-11;lj001-0076;and things got worse and worse through the whole of the seventeenth century, so that in the eighteenth printing was very miserably performed.;and things got worse and worse through the whole of the seventeenth century , so that in the eighteenth printing was very miserably performed .;2
lindajohnson-11_lj001-0077;lindajohnson-11;lj001-0077;In England about this time, an attempt was made (notably by Caslon, who started business in London as a type-founder in seventeen twenty);in england about this time , an attempt was made ( notably by caslon , who started business in london as a type - founder in seventeen twenty );2
lindajohnson-11_lj001-0078;lindajohnson-11;lj001-0078;to improve the letter in form.;to improve the letter in form .;2
lindajohnson-11_lj001-0079;lindajohnson-11;lj001-0079;Caslon's type is clear and neat, and fairly well designed,;caslon's type is clear and neat , and fairly well designed ,;2
lindajohnson-11_lj001-0080;lindajohnson-11;lj001-0080;he seems to have taken the letter of the Elzevirs of the seventeenth century for his model:;he seems to have taken the letter of the elzevirs of the seventeenth century for his model :;2
lindajohnson-11_lj001-0081;lindajohnson-11;lj001-0081;type cast from his matrices is still in everyday use.;type cast from his matrices is still in everyday use .;2
lindajohnson-11_lj001-0082;lindajohnson-11;lj001-0082;In spite, however, of his praiseworthy efforts, printing had still one last degradation to undergo.;in spite , however , of his praiseworthy efforts , printing had still one last degradation to undergo .;2
lindajohnson-11_lj001-0083;lindajohnson-11;lj001-0083;The seventeenth century founts were bad rather negatively than positively.;the seventeenth century founts were bad rather negatively than positively .;2
lindajohnson-11_lj001-0084;lindajohnson-11;lj001-0084;But for the beauty of the earlier work they might have seemed tolerable.;but for the beauty of the earlier work they might have seemed tolerable .;2
lindajohnson-11_lj001-0085;lindajohnson-11;lj001-0085;It was reserved for the founders of the later eighteenth century to produce letters which are positively ugly, and which, it may be added,;it was reserved for the founders of the later eighteenth century to produce letters which are positively ugly , and which , it may be added ,;2
lindajohnson-11_lj001-0086;lindajohnson-11;lj001-0086;are dazzling and unpleasant to the eye owing to the clumsy thickening and vulgar thinning of the lines:;are dazzling and unpleasant to the eye owing to the clumsy thickening and vulgar thinning of the lines:;0
lindajohnson-11_lj001-0087;lindajohnson-11;lj001-0087;for the seventeenth-century letters are at least pure and simple in line. The Italian, Bodoni, and the Frenchman, Didot,;for the seventeenth - century letters are at least pure and simple in line . the italian , bodoni , and the frenchman , didot ,;2
lindajohnson-11_lj001-0088;lindajohnson-11;lj001-0088;were the leaders in this luckless change, though our own Baskerville, who was at work some years before them, went much on the same lines,;were the leaders in this luckless change , though our own baskerville , who was at work some years before them , went much on the same lines ,;2
lindajohnson-11_lj001-0089;lindajohnson-11;lj001-0089;but his letters, though uninteresting and poor, are not nearly so gross and vulgar as those of either the Italian or the Frenchman.;but his letters , though uninteresting and poor , are not nearly so gross and vulgar as those of either the italian or the frenchman .;2
lindajohnson-11_lj001-0090;lindajohnson-11;lj001-0090;With this change the art of printing touched bottom,;with this change the art of printing touched bottom ,;2
lindajohnson-11_lj001-0091;lindajohnson-11;lj001-0091;so far as fine printing is concerned, though paper did not get to its worst till about eighteen forty.;so far as fine printing is concerned , though paper did not get to its worst till about eighteen forty .;2
lindajohnson-11_lj001-0092;lindajohnson-11;lj001-0092;The Chiswick press in eighteen forty-four revived Caslon's founts, printing for Messrs. Longman the Diary of Lady Willoughby.;the chiswick press in eighteen forty - four revived caslon's founts , printing for messrs . longman the diary of lady willoughby .;2
lindajohnson-11_lj001-0093;lindajohnson-11;lj001-0093;This experiment was so far successful that about eighteen fifty Messrs. Miller and Richard of Edinburgh;this experiment was so far successful that about eighteen fifty messrs . miller and richard of edinburgh;2
lindajohnson-11_lj001-0094;lindajohnson-11;lj001-0094;were induced to cut punches for a series of "old style" letters.;were induced to cut punches for a series of " old style " letters .;2
lindajohnson-11_lj001-0095;lindajohnson-11;lj001-0095;These and similar founts, cast by the above firm and others,;these and similar founts , cast by the above firm and others ,;2
lindajohnson-11_lj001-0096;lindajohnson-11;lj001-0096;have now come into general use and are obviously a great improvement on the ordinary "modern style" in use in England, which is in fact the Bodoni type;have now come into general use and are obviously a great improvement on the ordinary " modern style " in use in england , which is in fact the bodoni type;2
lindajohnson-11_lj001-0097;lindajohnson-11;lj001-0097;a little reduced in ugliness. The design of the letters of this modern "old style" leaves a good deal to be desired,;a little reduced in ugliness . the design of the letters of this modern " old style " leaves a good deal to be desired ,;2
lindajohnson-11_lj001-0098;lindajohnson-11;lj001-0098;and the whole effect is a little too gray, owing to the thinness of the letters.;and the whole effect is a little too gray , owing to the thinness of the letters .;2
lindajohnson-11_lj001-0099;lindajohnson-11;lj001-0099;It must be remembered, however, that most modern printing is done by machinery on soft paper, and not by the hand press,;it must be remembered , however , that most modern printing is done by machinery on soft paper , and not by the hand press ,;2
lindajohnson-11_lj001-0100;lindajohnson-11;lj001-0100;and these somewhat wiry letters are suitable for the machine process, which would not do justice to letters of more generous design.;and these somewhat wiry letters are suitable for the machine process , which would not do justice to letters of more generous design .;2
lindajohnson-11_lj001-0101;lindajohnson-11;lj001-0101;It is discouraging to note that the improvement of the last fifty years is almost wholly confined to Great Britain.;it is discouraging to note that the improvement of the last fifty years is almost wholly confined to great britain .;2
lindajohnson-11_lj001-0102;lindajohnson-11;lj001-0102;Here and there a book is printed in France or Germany with some pretension to good taste,;here and there a book is printed in france or germany with some pretension to good taste ,;2
lindajohnson-11_lj001-0103;lindajohnson-11;lj001-0103;but the general revival of the old forms has made no way in those countries.;but the general revival of the old forms has made no way in those countries .;2
lindajohnson-11_lj001-0104;lindajohnson-11;lj001-0104;Italy is contentedly stagnant.;italy is contentedly stagnant .;2
lindajohnson-11_lj001-0105;lindajohnson-11;lj001-0105;America has produced a good many showy books, the typography, paper, and illustrations of which are, however, all wrong,;america has produced a good many showy books , the typography , paper , and illustrations of which are , however , all wrong ,;0
lindajohnson-11_lj001-0106;lindajohnson-11;lj001-0106;oddity rather than rational beauty and meaning being apparently the thing sought for both in the letters and the illustrations.;oddity rather than rational beauty and meaning being apparently the thing sought for both in the letters and the illustrations .;2
lindajohnson-11_lj001-0107;lindajohnson-11;lj001-0107;To say a few words on the principles of design in typography:;to say a few words on the principles of design in typography:;0
lindajohnson-11_lj001-0108;lindajohnson-11;lj001-0108;it is obvious that legibility is the first thing to be aimed at in the forms of the letters,;it is obvious that legibility is the first thing to be aimed at in the forms of the letters ,;2
lindajohnson-11_lj001-0109;lindajohnson-11;lj001-0109;this is best furthered by the avoidance of irrational swellings and spiky projections, and by the using of careful purity of line.;this is best furthered by the avoidance of irrational swellings and spiky projections , and by the using of careful purity of line .;2
lindajohnson-11_lj001-0110;lindajohnson-11;lj001-0110;Even the Caslon type when enlarged shows great shortcomings in this respect:;even the caslon type when enlarged shows great shortcomings in this respect :;2
lindajohnson-11_lj001-0111;lindajohnson-11;lj001-0111;the ends of many of the letters such as the t and e are hooked up in a vulgar and meaningless way,;the ends of many of the letters such as the t and e are hooked up in a vulgar and meaningless way ,;2
lindajohnson-11_lj001-0112;lindajohnson-11;lj001-0112;instead of ending in the sharp and clear stroke of Jenson's letters,;instead of ending in the sharp and clear stroke of jenson's letters ,;2
lindajohnson-11_lj001-0113;lindajohnson-11;lj001-0113;there is a grossness in the upper finishings of letters like the c, the a, and so on,;there is a grossness in the upper finishings of letters like the c , the a , and so on ,;0
lindajohnson-11_lj001-0114;lindajohnson-11;lj001-0114;an ugly pear-shaped swelling defacing the form of the letter:;an ugly pear - shaped swelling defacing the form of the letter:;0
lindajohnson-11_lj001-0115;lindajohnson-11;lj001-0115;in short, it happens to this craft, as to others, that the utilitarian practice, though it professes to avoid ornament,;in short , it happens to this craft , as to others , that the utilitarian practice , though it professes to avoid ornament ,;2
lindajohnson-11_lj001-0116;lindajohnson-11;lj001-0116;still clings to a foolish, because misunderstood conventionality, deduced from what was once ornament, and is by no means useful,;still clings to a foolish , because misunderstood conventionality , deduced from what was once ornament , and is by no means useful ,;2
lindajohnson-11_lj001-0117;lindajohnson-11;lj001-0117;which title can only be claimed by artistic practice, whether the art in it be conscious or unconscious.;which title can only be claimed by artistic practice , whether the art in it be conscious or unconscious .;2
lindajohnson-11_lj001-0118;lindajohnson-11;lj001-0118;In no characters is the contrast between the ugly and vulgar illegibility of the modern type;in no characters is the contrast between the ugly and vulgar illegibility of the modern type;2
lindajohnson-11_lj001-0119;lindajohnson-11;lj001-0119;and the elegance and legibility of the ancient more striking than in the Arabic numerals.;and the elegance and legibility of the ancient more striking than in the arabic numerals .;2
lindajohnson-11_lj001-0120;lindajohnson-11;lj001-0120;In the old print each figure has its definite individuality, and one cannot be mistaken for the other,;in the old print each figure has its definite individuality , and one cannot be mistaken for the other ,;2
lindajohnson-11_lj001-0121;lindajohnson-11;lj001-0121;in reading the modern figures the eyes must be strained before the reader can have any reasonable assurance;in reading the modern figures the eyes must be strained before the reader can have any reasonable assurance;2
lindajohnson-11_lj001-0122;lindajohnson-11;lj001-0122;that he has a five, an eight, or a three before him, unless the press work is of the best:;that he has a five , an eight , or a three before him , unless the press work is of the best:;0
lindajohnson-11_lj001-0123;lindajohnson-11;lj001-0123;this is awkward if you have to read Bradshaw's Guide in a hurry.;this is awkward if you have to read bradshaw's guide in a hurry .;2
lindajohnson-11_lj001-0124;lindajohnson-11;lj001-0124;One of the differences between the fine type and the utilitarian must probably be put down to a misapprehension of a commercial necessity:;one of the differences between the fine type and the utilitarian must probably be put down to a misapprehension of a commercial necessity :;2
lindajohnson-11_lj001-0125;lindajohnson-11;lj001-0125;this is the narrowing of the modern letters.;this is the narrowing of the modern letters .;2
lindajohnson-11_lj001-0126;lindajohnson-11;lj001-0126;Most of Jenson's letters are designed within a square,;most of jenson's letters are designed within a square ,;2
lindajohnson-11_lj001-0127;lindajohnson-11;lj001-0127;the modern letters are narrowed by a third or thereabout, but while this gain of space very much hampers the possibility of beauty of design,;the modern letters are narrowed by a third or thereabout , but while this gain of space very much hampers the possibility of beauty of design ,;2
lindajohnson-11_lj001-0128;lindajohnson-11;lj001-0128;it is not a real gain, for the modern printer throws the gain away by putting inordinately wide spaces between his lines, which, probably,;it is not a real gain , for the modern printer throws the gain away by putting inordinately wide spaces between his lines , which , probably ,;2
lindajohnson-11_lj001-0129;lindajohnson-11;lj001-0129;the lateral compression of his letters renders necessary.;the lateral compression of his letters renders necessary .;2
lindajohnson-11_lj001-0130;lindajohnson-11;lj001-0130;Commercialism again compels the use of type too small in size to be comfortable reading:;commercialism again compels the use of type too small in size to be comfortable reading :;2
lindajohnson-11_lj001-0131;lindajohnson-11;lj001-0131;the size known as "Long primer" ought to be the smallest size used in a book meant to be read.;the size known as " long primer " ought to be the smallest size used in a book meant to be read .;2
lindajohnson-11_lj001-0132;lindajohnson-11;lj001-0132;Here, again, if the practice of "leading" were retrenched larger type could be used without enhancing the price of a book.;here , again , if the practice of " leading " were retrenched larger type could be used without enhancing the price of a book .;2
lindajohnson-11_lj001-0133;lindajohnson-11;lj001-0133;One very important matter in "setting up" for fine printing is the "spacing," that is, the lateral distance of words from one another.;one very important matter in " setting up " for fine printing is the " spacing , " that is , the lateral distance of words from one another .;2
lindajohnson-11_lj001-0134;lindajohnson-11;lj001-0134;In good printing the spaces between the words should be as near as possible equal;in good printing the spaces between the words should be as near as possible equal;2
lindajohnson-11_lj001-0135;lindajohnson-11;lj001-0135;it is impossible that they should be quite equal except in lines of poetry;it is impossible that they should be quite equal except in lines of poetry;2
lindajohnson-11_lj001-0136;lindajohnson-11;lj001-0136;modern printers understand this, but it is only practiced in the very best establishments.;modern printers understand this , but it is only practiced in the very best establishments .;2
lindajohnson-11_lj001-0137;lindajohnson-11;lj001-0137;But another point which they should attend to they almost always disregard,;but another point which they should attend to they almost always disregard ,;2
lindajohnson-11_lj001-0138;lindajohnson-11;lj001-0138;this is the tendency to the formation of ugly meandering white lines or "rivers" in the page;this is the tendency to the formation of ugly meandering white lines or " rivers " in the page;2
lindajohnson-11_lj001-0139;lindajohnson-11;lj001-0139;a blemish which can be nearly, though not wholly, avoided by care and forethought;a blemish which can be nearly , though not wholly , avoided by care and forethought;2
lindajohnson-11_lj001-0140;lindajohnson-11;lj001-0140;the desirable thing being "the breaking of the line" as in bonding masonry or brickwork;the desirable thing being " the breaking of the line " as in bonding masonry or brickwork;2
lindajohnson-11_lj001-0141;lindajohnson-11;lj001-0141;The general solidity of a page is much to be sought for;the general solidity of a page is much to be sought for;2
lindajohnson-11_lj001-0142;lindajohnson-11;lj001-0142;modern printers generally overdo the "whites" in the spacing, a defect probably forced on them by the characterless quality of the letters.;modern printers generally overdo the " whites " in the spacing , a defect probably forced on them by the characterless quality of the letters .;2
lindajohnson-11_lj001-0143;lindajohnson-11;lj001-0143;For where these are boldly and carefully designed, and each letter is thoroughly individual in form,;for where these are boldly and carefully designed , and each letter is thoroughly individual in form ,;2
lindajohnson-11_lj001-0144;lindajohnson-11;lj001-0144;the words may be set much closer together, without loss of clearness.;the words may be set much closer together , without loss of clearness .;2
lindajohnson-11_lj001-0145;lindajohnson-11;lj001-0145;No definite rules, however, except the avoidance of "rivers" and excess of white, can be given for the spacing,;no definite rules , however , except the avoidance of " rivers " and excess of white , can be given for the spacing ,;2
lindajohnson-11_lj001-0146;lindajohnson-11;lj001-0146;which requires the constant exercise of judgment and taste on the part of the printer.;which requires the constant exercise of judgment and taste on the part of the printer .;2
